1,R28_T,9
1,R28_H,55
1,R28_1,61
1,R28_2,102
1,R28_T,113
1,R29_H,157
1,R29_1,165
1,R29_2,204
1,R29_T,218
1,R30_H,265
1,R30_1,273
1,R30_2,313
1,R30_T,324
1,R30_H,369
X,X,X
1,L31_T,8
1,L31_H,58
1,L31_1,67
1,L31_2,108
1,L31_T,121
1,L32_H,169
1,L32_1,179
1,L32_2,216
1,L32_T,231
1,L33_H,280
1,L33_1,292
1,L33_2,328
1,L33_T,341
1,L34_H,391
1,L34_1,401
1,L34_2,438
1,L34_T,452
1,R31_H,1
1,R31_1,10
1,R31_2,52
1,R31_T,66
1,R32_H,115
1,R32_1,123
1,R32_2,164
1,R32_T,178
1,R33_H,225
1,R33_1,234
1,R33_2,273
1,R33_T,287
1,R34_H,337
1,R34_1,345
1,R34_2,385
1,R34_T,400
1,R34_H,446
X,X,X
1,L35_H,1
1,L35_1,13
1,L35_2,48
1,L35_T,58
1,L36_H,106
1,L36_1,118
1,L36_2,152
1,L36_T,164
1,L37_H,212
1,L37_1,221
1,L37_2,257
1,L37_T,271
1,L38_H,319
1,L38_1,329
1,L38_2,365
1,L38_T,379
1,R35_T,9
1,R35_H,54
1,R35_1,62
1,R35_2,100
1,R35_T,112
1,R36_H,158
1,R36_1,166
1,R36_2,205
1,R36_T,218
1,R37_H,265
1,R37_1,273
1,R37_2,311
1,R37_T,322
1,R37_H,373
X,X,X
1,L39_T,11
1,L39_H,57
1,L39_1,67
1,L39_2,104
1,L39_T,118
1,L40_H,161
1,L40_1,173
1,L40_2,207
1,L40_T,221
1,L41_H,267
1,L41_1,278
1,L41_2,311
1,L41_T,323
1,L41_H,373
1,R38_H,1
1,R38_1,9
1,R38_2,52
1,R38_T,64
1,R39_H,111
1,R39_1,120
1,R39_2,158
1,R39_T,168
1,R40_H,214
1,R40_1,224
1,R40_2,260
1,R40_T,273
1,R41_H,319
1,R41_1,323
1,R41_2,367
1,R41_T,381
X,X,X
1,L42_H,1
1,L42_1,14
1,L42_2,48
1,L42_T,58
1,L43_H,106
1,L43_1,115
1,L43_2,150
1,L43_T,163
1,L44_H,212
1,L44_1,220
1,L44_2,256
1,L44_T,270
1,L45_H,317
1,L45_1,327
1,L45_2,363
1,L45_T,378
1,R42_T,9
1,R42_H,53
1,R42_1,62
1,R42_2,102
1,R42_T,113
1,R43_H,158
1,R43_1,166
1,R43_2,205
1,R43_T,218
1,R44_H,264
1,R44_1,272
1,R44_2,310
1,R44_T,323
1,R44_H,372
X,X,X
2,L1_T,13
2,L1_H,52
2,L1_1,66
2,L1_2,97
2,L1_T,112
2,L2_H,152
2,L2_1,168
2,L2_2,199
2,L2_T,213
2,L3_H,254
2,L3_1,267
2,L3_2,302
2,L3_T,318
2,L4_H,357
2,L4_1,371
2,L4_2,406
2,L4_T,421
2,R1_H,1
2,R1_1,18
2,R1_2,50
2,R1_T,64
2,R2_H,101
2,R2_1,113
2,R2_2,150
2,R2_T,172
2,R3_H,202
2,R3_1,215
2,R3_2,249
2,R3_T,262
2,R4_H,305
2,R4_1,322
2,R4_2,352
2,R4_T,366
2,R4_H,407
X,X,X
2,L5_H,1
2,L5_1,13
2,L5_2,49
2,L5_T,64
2,L6_H,101
2,L6_1,116
2,L6_2,149
2,L6_T,166
2,L7_H,204
2,L7_1,216
2,L7_2,249
2,L7_T,264
2,L8_H,302
2,L8_1,315
2,L8_2,349
2,L8_T,365
2,L8_H,403
2,R5_T,14
2,R5_H,52
2,R5_1,64
2,R5_2,97
2,R5_T,110
2,R6_H,153
2,R6_1,169
2,R6_2,201
2,R6_T,211
2,R7_H,252
2,R7_1,267
2,R7_2,299
2,R7_T,310
2,R8_H,351
2,R8_1,369
2,R8_2,401
2,R8_T,414
X,X,X
2,L9_T,15
2,L9_H,52
2,L9_1,67
2,L9_2,98
2,L9_T,114
2,L10_H,153
2,L10_1,171
2,L10_2,199
2,L10_T,214
2,L11_H,250
2,L11_1,264
2,L11_2,297
2,L11_T,313
2,L12_H,352
2,L12_1,365
2,L12_2,399
2,L12_T,414
2,R9_H,1
2,R9_1,19
2,R9_2,51
2,R9_T,61
2,R10_H,102
2,R10_1,115
2,R10_2,152
2,R10_T,163
2,R11_H,202
2,R11_1,215
2,R11_2,247
2,R11_T,260
2,R12_H,301
2,R12_1,314
2,R12_2,346
2,R12_T,360
2,R12_H,401
X,X,X
2,L13_H,1
2,L13_1,21
2,L13_2,50
2,L13_T,63
2,L14_H,105
2,L14_1,116
2,L14_2,153
2,L14_T,168
2,L15_H,204
2,L15_1,217
2,L15_2,249
2,L15_T,264
2,L16_H,302
2,L16_1,314
2,L16_2,349
2,L16_T,366
2,R13_T,13
2,R13_H,53
2,R13_1,69
2,R13_2,102
2,R13_T,118
2,R14_H,156
2,R14_1,169
2,R14_2,201
2,R14_T,216
2,R15_H,254
2,R15_1,267
2,R15_2,297
2,R15_T,310
2,R15_H,354
X,X,X
2,L17_T,13
2,L17_H,53
2,L17_1,68
2,L17_2,102
2,L17_T,115
2,L18_H,156
2,L18_1,168
2,L18_2,202
2,L18_T,215
2,L19_H,255
2,L19_1,267
2,L19_2,303
2,L19_T,317
2,L20_H,357
2,L20_1,371
2,L20_2,409
2,L20_T,423
2,R16_H,1
2,R16_1,20
2,R16_2,49
2,R16_T,62
2,R17_H,105
2,R17_1,120
2,R17_2,154
2,R17_T,170
2,R18_H,205
2,R18_1,218
2,R18_2,251
2,R18_T,263
2,R19_H,306
2,R19_1,322
2,R19_2,354
2,R19_T,367
2,R19_H,411
X,X,X
2,L21_H,1
2,L21_1,17
2,L21_2,52
2,L21_T,66
2,L22_H,106
2,L22_1,119
2,L22_2,153
2,L22_T,168
2,L23_H,205
2,L23_1,220
2,L23_2,252
2,L23_T,268
2,L24_H,308
2,L24_1,321
2,L24_2,357
2,L24_T,370
2,L24_H,412
2,R20_T,10
2,R20_H,56
2,R20_1,69
2,R20_2,101
2,R20_T,115
2,R21_H,156
2,R21_1,169
2,R21_2,202
2,R21_T,214
2,R22_H,257
2,R22_1,273
2,R22_2,304
2,R22_T,316
2,R23_H,359
2,R23_1,377
2,R23_2,407
2,R23_T,421
X,X,X
2,L25_T,10
2,L25_H,51
2,L25_1,66
2,L25_2,99
2,L25_T,109
2,L26_H,155
2,L26_1,170
2,L26_2,202
2,L26_T,215
2,L27_H,255
2,L27_1,269
2,L27_2,302
2,L27_T,314
2,L28_H,358
2,L28_1,372
2,L28_2,406
2,L28_T,419
2,R24_H,1
2,R24_1,18
2,R24_2,50
2,R24_T,64
2,R25_H,101
2,R25_1,111
2,R25_2,151
2,R25_T,167
2,R26_H,205
2,R26_1,217
2,R26_2,252
2,R26_T,264
2,R27_H,305
2,R27_1,319
2,R27_2,354
2,R27_T,368
2,R27_H,409
X,X,X
2,L29_H,1
2,L29_1,16
2,L29_2,49
2,L29_T,63
2,L30_H,103
2,L30_1,118
2,L30_2,150
2,L30_T,163
2,L31_H,206
2,L31_1,216
2,L31_2,253
2,L31_T,267
2,L32_H,309
2,L32_1,322
2,L32_2,357
2,L32_T,371
2,R28_T,13
2,R28_H,53
2,R28_1,66
2,R28_2,98
2,R28_T,113
2,R29_H,154
2,R29_1,170
2,R29_2,203
2,R29_T,216
2,R30_H,257
2,R30_1,272
2,R30_2,307
2,R30_T,318
2,R30_H,361
X,X,X
2,L33_T,11
2,L33_H,52
2,L33_1,65
2,L33_2,100
2,L33_T,115
2,L34_H,154
2,L34_1,162
2,L34_2,200
2,L34_T,213
2,L35_H,251
2,L35_1,265
2,L35_2,299
2,L35_T,313
2,L35_H,353
2,R31_H,1
2,R31_1,17
2,R31_2,53
2,R31_T,62
2,R32_H,104
2,R32_1,117
2,R32_2,152
2,R32_T,163
2,R33_H,203
2,R33_1,215
2,R33_2,250
2,R33_T,261
2,R34_H,302
2,R34_1,317
2,R34_2,351
2,R34_T,362
X,X,X
2,L36_H,1
2,L36_1,17
2,L36_2,51
2,L36_T,68
2,L37_H,104
2,L37_1,117
2,L37_2,151
2,L37_T,165
2,L38_H,206
2,L38_1,217
2,L38_2,253
2,L38_T,266
2,L39_H,305
2,L39_1,322
2,L39_2,355
2,L39_T,369
2,L39_H,409
2,R35_T,18
2,R35_H,55
2,R35_1,70
2,R35_2,101
2,R35_T,114
2,R36_H,155
2,R36_1,171
2,R36_2,203
2,R36_T,225
2,R37_H,256
2,R37_1,270
2,R37_2,301
2,R37_T,313
2,R38_H,356
2,R38_1,375
2,R38_2,409
2,R38_T,419
X,X,X
2,L40_T,11
2,L40_H,53
2,L40_1,66
2,L40_2,97
2,L40_T,111
2,L41_H,153
2,L41_1,169
2,L41_2,202
2,L41_T,214
2,L42_H,256
2,L42_1,268
2,L42_2,300
2,L42_T,310
2,L43_H,353
2,L43_1,370
2,L43_2,405
2,L43_T,420
2,R39_H,1
2,R39_1,18
2,R39_2,50
2,R39_T,61
2,R40_H,102
2,R40_1,116
2,R40_2,150
2,R40_T,164
2,R41_H,205
2,R41_1,221
2,R41_2,252
2,R41_T,266
2,R42_H,302
2,R42_1,314
2,R42_2,352
2,R42_T,364
2,R42_H,408
X,X,X
2,L44_H,1
2,L44_1,16
2,L44_2,49
2,L44_T,63
2,L45_H,106
2,L45_1,123
2,L45_2,153
2,L45_T,167
2,L46_H,210
2,L46_1,221
2,L46_2,255
2,L46_T,268
2,L47_H,310
2,L47_1,322
2,L47_2,358
2,L47_T,374
2,R43_T,20
2,R43_H,54
2,R43_1,70
2,R43_2,102
2,R43_T,116
2,R44_H,158
2,R44_1,171
2,R44_2,206
2,R44_T,218
2,R45_H,259
2,R45_1,272
2,R45_2,307
2,R45_T,322
2,R45_H,364
X,X,X
3,L1_T,13
3,L1_H,52
3,L1_1,69
3,L1_2,102
3,L1_T,119
3,L2_H,155
3,L2_1,167
3,L2_2,202
3,L2_T,216
3,L3_H,255
3,L3_1,271
3,L3_2,302
3,L3_T,317
3,L3_H,356
3,R1_H,1
3,R1_1,13
3,R1_2,50
3,R1_T,67
3,R2_H,108
3,R2_1,119
3,R2_2,151
3,R2_T,166
3,R3_H,205
3,R3_1,216
3,R3_2,253
3,R3_T,267
3,R4_H,305
3,R4_1,316
3,R4_2,350
3,R4_T,368
X,X,X
3,L4_H,1
3,L4_1,17
3,L4_2,48
3,L4_T,63
3,L5_H,100
3,L5_1,110
3,L5_2,146
3,L5_T,161
3,L6_H,197
3,L6_1,208
3,L6_2,243
3,L6_T,260
3,L7_H,298
3,L7_1,306
3,L7_2,345
3,L7_T,359
3,L7_H,398
3,R5_T,18
3,R5_H,51
3,R5_1,63
3,R5_2,96
3,R5_T,112
3,R6_H,150
3,R6_1,161
3,R6_2,197
3,R6_T,209
3,R7_H,248
3,R7_1,260
3,R7_2,291
3,R7_T,309
3,R8_H,348
3,R8_1,362
3,R8_2,398
3,R8_T,412
X,X,X
3,L8_T,13
3,L8_H,53
3,L8_1,64
3,L8_2,101
3,L8_T,115
3,L9_H,155
3,L9_1,171
3,L9_2,202
3,L9_T,219
3,L10_H,257
3,L10_1,269
3,L10_2,304
3,L10_T,319
3,L10_H,357
3,R9_H,1
3,R9_1,16
3,R9_2,47
3,R9_T,66
3,R10_H,104
3,R10_1,118
3,R10_2,151
3,R10_T,166
3,R11_H,208
3,R11_1,217
3,R11_2,253
3,R11_T,267
3,R12_H,307
3,R12_1,317
3,R12_2,352
3,R12_T,369
X,X,X
3,L11_H,1
3,L11_1,17
3,L11_2,51
3,L11_T,67
3,L12_H,106
3,L12_1,121
3,L12_2,153
3,L12_T,169
3,L13_H,207
3,L13_1,221
3,L13_2,253
3,L13_T,268
3,L14_H,306
3,L14_1,320
3,L14_2,354
3,L14_T,368
3,L14_H,407
3,R13_T,15
3,R13_H,55
3,R13_1,70
3,R13_2,105
3,R13_T,118
3,R14_H,157
3,R14_1,168
3,R14_2,205
3,R14_T,218
3,R15_H,257
3,R15_1,268
3,R15_2,304
3,R15_T,321
3,R16_H,357
3,R16_1,367
3,R16_2,402
3,R16_T,419
X,X,X
3,L15_T,14
3,L15_H,54
3,L15_1,69
3,L15_2,103
3,L15_T,118
3,L16_H,157
3,L16_1,173
3,L16_2,205
3,L16_T,218
3,L17_H,256
3,L17_1,268
3,L17_2,303
3,L17_T,318
3,L18_H,357
3,L18_1,367
3,L18_2,402
3,L18_T,419
3,R17_H,1
3,R17_1,15
3,R17_2,52
3,R17_T,67
3,R18_H,108
3,R18_1,119
3,R18_2,155
3,R18_T,169
3,R19_H,208
3,R19_1,220
3,R19_2,255
3,R19_T,267
3,R20_H,307
3,R20_1,318
3,R20_2,356
3,R20_T,368
3,R20_H,408
X,X,X
3,L19_H,1
3,L19_1,13
3,L19_2,50
3,L19_T,65
3,L20_H,104
3,L20_1,119
3,L20_2,151
3,L20_T,165
3,L21_H,205
3,L21_1,218
3,L21_2,252
3,L21_T,266
3,L22_H,306
3,L22_1,319
3,L22_2,354
3,L22_T,368
3,L22_H,408
3,R21_T,13
3,R21_H,54
3,R21_1,65
3,R21_2,99
3,R21_T,116
3,R22_H,155
3,R22_1,165
3,R22_2,202
3,R22_T,216
3,R23_H,254
3,R23_1,264
3,R23_2,300
3,R23_T,317
3,R24_H,357
3,R24_1,367
3,R24_2,407
3,R24_T,420
X,X,X
3,L23_T,12
3,L23_H,52
3,L23_1,68
3,L23_2,102
3,L23_T,117
3,L24_H,155
3,L24_1,167
3,L24_2,203
3,L24_T,218
3,L25_H,256
3,L25_1,270
3,L25_2,304
3,L25_T,319
3,L25_H,360
3,R25_H,1
3,R25_1,12
3,R25_2,44
3,R25_T,64
3,R26_H,105
3,R26_1,118
3,R26_2,153
3,R26_T,167
3,R27_H,206
3,R27_1,217
3,R27_2,252
3,R27_T,267
3,R28_H,308
3,R28_1,318
3,R28_2,358
3,R28_T,370
X,X,X
3,L26_H,1
3,L26_1,13
3,L26_2,50
3,L26_T,66
3,L27_H,107
3,L27_1,122
3,L27_2,157
3,L27_T,171
3,L28_H,210
3,L28_1,221
3,L28_2,258
3,L28_T,271
3,L29_H,311
3,L29_1,324
3,L29_2,358
3,L29_T,371
3,R29_T,13
3,R29_H,54
3,R29_1,66
3,R29_2,104
3,R29_T,119
3,R30_H,159
3,R30_1,172
3,R30_2,209
3,R30_T,222
3,R31_H,261
3,R31_1,272
3,R31_2,309
3,R31_T,321
3,R31_H,360
X,X,X
3,L30_T,13
3,L30_H,53
3,L30_1,69
3,L30_2,102
3,L30_T,116
3,L31_H,155
3,L31_1,167
3,L31_2,200
3,L31_T,213
3,L32_H,252
3,L32_1,264
3,L32_2,297
3,L32_T,315
3,L33_H,348
3,L33_1,362
3,L33_2,395
3,L33_T,409
3,R32_H,1
3,R32_1,11
3,R32_2,49
3,R32_T,65
3,R33_H,105
3,R33_1,117
3,R33_2,153
3,R33_T,166
3,R34_H,204
3,R34_1,214
3,R34_2,248
3,R34_T,263
3,R35_H,300
3,R35_1,312
3,R35_2,346
3,R35_T,360
3,R35_H,399
X,X,X
3,L34_H,1
3,L34_1,13
3,L34_2,45
3,L34_T,60
3,L35_H,99
3,L35_1,110
3,L35_2,144
3,L35_T,158
3,L36_H,196
3,L36_1,210
3,L36_2,241
3,L36_T,255
3,L37_H,294
3,L37_1,306
3,L37_2,340
3,L37_T,354
3,R36_T,12
3,R36_H,49
3,R36_1,58
3,R36_2,94
3,R36_T,108
3,R37_H,148
3,R37_1,154
3,R37_2,194
3,R37_T,209
3,R38_H,245
3,R38_1,253
3,R38_2,290
3,R38_T,305
3,R38_H,343
X,X,X
3,L38_T,13
3,L38_H,51
3,L38_1,67
3,L38_2,98
3,L38_T,113
3,L39_H,152
3,L39_1,165
3,L39_2,201
3,L39_T,214
3,L40_H,254
3,L40_1,268
3,L40_2,298
3,L40_T,313
3,L40_H,352
3,R39_H,1
3,R39_1,11
3,R39_2,50
3,R39_T,63
3,R40_H,102
3,R40_1,110
3,R40_2,146
3,R40_T,163
3,R41_H,203
3,R41_1,213
3,R41_2,250
3,R41_T,265
3,R42_H,303
3,R42_1,315
3,R42_2,348
3,R42_T,363
X,X,X
3,L41_H,1
3,L41_1,19
3,L41_2,58
3,L41_T,73
3,L42_H,112
3,L42_1,127
3,L42_2,160
3,L42_T,175
3,L43_H,214
3,L43_1,227
3,L43_2,261
3,L43_T,275
3,L44_H,314
3,L44_1,326
3,L44_2,365
3,L44_T,387
3,R43_T,16
3,R43_H,61
3,R43_1,73
3,R43_2,106
3,R43_T,124
3,R44_H,165
3,R44_1,174
3,R44_2,210
3,R44_T,224
3,R45_H,265
3,R45_1,276
3,R45_2,311
3,R45_T,326
3,R45_H,368
X,X,X
4,L1_T,10
4,L1_H,57
4,L1_1,72
4,L1_2,110
4,L1_T,122
4,L2_H,169
4,L2_1,176
4,L2_2,218
4,L2_T,231
4,L3_H,276
4,L3_1,285
4,L3_2,326
4,L3_T,338
4,L3_H,385
4,R1_H,1
4,R1_1,12
4,R1_2,55
4,R1_T,68
4,R2_H,113
4,R2_1,122
4,R2_2,164
4,R2_T,180
4,R3_H,223
4,R3_1,231
4,R3_2,272
4,R3_T,287
4,R4_H,328
4,R4_1,336
4,R4_2,380
4,R4_T,395
X,X,X
4,L4_H,1
4,L4_1,11
4,L4_2,53
4,L4_T,64
4,L5_H,108
4,L5_1,114
4,L5_2,155
4,L5_T,169
4,L6_H,214
4,L6_1,221
4,L6_2,264
4,L6_T,276
4,L7_H,320
4,L7_1,331
4,L7_2,371
4,L7_T,384
4,R5_T,12
4,R5_H,56
4,R5_1,64
4,R5_2,104
4,R5_T,118
4,R6_H,161
4,R6_1,170
4,R6_2,207
4,R6_T,223
4,R7_H,268
4,R7_1,277
4,R7_2,317
4,R7_T,332
4,R7_H,373
X,X,X
4,L8_T,12
4,L8_H,57
4,L8_1,71
4,L8_2,107
4,L8_T,120
4,L9_H,167
4,L9_1,175
4,L9_2,217
4,L9_T,229
4,L10_H,273
4,L10_1,282
4,L10_2,323
4,L10_T,336
4,L10_H,383
4,R8_H,1
4,R8_1,20
4,R8_2,54
4,R8_T,68
4,R9_H,111
4,R9_1,120
4,R9_2,163
4,R9_T,179
4,R10_H,220
4,R10_1,228
4,R10_2,269
4,R10_T,283
4,R11_H,327
4,R11_1,335
4,R11_2,380
4,R11_T,394
X,X,X
4,L11_H,1
4,L11_1,8
4,L11_2,51
4,L11_T,62
4,L12_H,104
4,L12_1,112
4,L12_2,153
4,L12_T,166
4,L13_H,210
4,L13_1,220
4,L13_2,260
4,L13_T,274
4,L14_H,319
4,L14_1,337
4,L14_2,372
4,L14_T,385
4,R12_T,12
4,R12_H,54
4,R12_1,62
4,R12_2,101
4,R12_T,115
4,R13_H,157
4,R13_1,166
4,R13_2,206
4,R13_T,220
4,R14_H,264
4,R14_1,273
4,R14_2,316
4,R14_T,331
4,R14_H,375
X,X,X
4,L15_T,9
4,L15_H,55
4,L15_1,69
4,L15_2,104
4,L15_T,116
4,L16_H,162
4,L16_1,168
4,L16_2,210
4,L16_T,222
4,L17_H,265
4,L17_1,276
4,L17_2,312
4,L17_T,324
4,L17_H,370
4,R15_H,1
4,R15_1,10
4,R15_2,52
4,R15_T,66
4,R16_H,107
4,R16_1,116
4,R16_2,158
4,R16_T,172
4,R17_H,213
4,R17_1,221
4,R17_2,259
4,R17_T,274
4,R18_H,316
4,R18_1,324
4,R18_2,367
4,R18_T,380
X,X,X
4,L18_H,1
4,L18_1,9
4,L18_2,52
4,L18_T,63
4,L19_H,105
4,L19_1,116
4,L19_2,153
4,L19_T,167
4,L20_H,210
4,L20_1,224
4,L20_2,261
4,L20_T,272
4,L21_H,316
4,L21_1,330
4,L21_2,366
4,L21_T,379
4,R19_T,11
4,R19_H,55
4,R19_1,63
4,R19_2,98
4,R19_T,115
4,R20_H,158
4,R20_1,167
4,R20_2,208
4,R20_T,220
4,R21_H,264
4,R21_1,273
4,R21_2,313
4,R21_T,326
4,R21_H,371
X,X,X
4,L22_T,8
4,L22_H,55
4,L22_1,71
4,L22_2,103
4,L22_T,114
4,L23_H,160
4,L23_1,167
4,L23_2,208
4,L23_T,218
4,L24_H,264
4,L24_1,271
4,L24_2,314
4,L24_T,326
4,L25_H,370
4,L25_1,385
4,L25_2,421
4,L25_T,434
4,R22_H,1
4,R22_1,8
4,R22_2,52
4,R22_T,67
4,R23_H,106
4,R23_1,113
4,R23_2,156
4,R23_T,169
4,R24_H,210
4,R24_1,217
4,R24_2,260
4,R24_T,273
4,R25_H,317
4,R25_1,325
4,R25_2,368
4,R25_T,380
4,R25_H,424
X,X,X
4,L26_H,1
4,L26_1,16
4,L26_2,54
4,L26_T,65
4,L27_H,109
4,L27_1,120
4,L27_2,158
4,L27_T,170
4,L28_H,213
4,L28_1,224
4,L28_2,262
4,L28_T,274
4,L29_H,317
4,L29_1,332
4,L29_2,369
4,L29_T,381
4,R26_T,12
4,R26_H,57
4,R26_1,65
4,R26_2,105
4,R26_T,118
4,R27_H,161
4,R27_1,169
4,R27_2,209
4,R27_T,222
4,R28_H,266
4,R28_1,274
4,R28_2,315
4,R28_T,328
4,R28_H,372
X,X,X
4,L30_T,14
4,L30_H,57
4,L30_1,66
4,L30_2,112
4,L30_T,128
4,L31_H,172
4,L31_1,181
4,L31_2,226
4,L31_T,241
4,L32_H,287
4,L32_1,306
4,L32_2,344
4,L32_T,360
4,L33_H,404
4,L33_1,427
4,L33_2,459
4,L33_T,475
4,R29_H,1
4,R29_1,14
4,R29_2,55
4,R29_T,68
4,R30_H,116
4,R30_1,134
4,R30_2,169
4,R30_T,182
4,R31_H,229
4,R31_1,237
4,R31_2,283
4,R31_T,297
4,R32_H,347
4,R32_1,370
4,R32_2,404
4,R32_T,416
4,R32_H,463
X,X,X
4,L34_H,1
4,L34_1,20
4,L34_2,56
4,L34_T,73
4,L35_H,115
4,L35_1,124
4,L35_2,168
4,L35_T,184
4,L36_H,228
4,L36_1,238
4,L36_2,282
4,L36_T,296
4,L37_H,340
4,L37_1,358
4,L37_2,394
4,L37_T,410
4,R33_T,12
4,R33_H,61
4,R33_1,68
4,R33_2,112
4,R33_T,124
4,R34_H,173
4,R34_1,180
4,R34_2,225
4,R34_T,238
4,R35_H,284
4,R35_1,292
4,R35_2,338
4,R35_T,350
4,R35_H,397
X,X,X
4,L38_T,13
4,L38_H,59
4,L38_1,77
4,L38_2,110
4,L38_T,125
4,L39_H,170
4,L39_1,188
4,L39_2,221
4,L39_T,236
4,L40_H,280
4,L40_1,294
4,L40_2,333
4,L40_T,349
4,L41_H,391
4,L41_1,403
4,L41_2,445
4,L41_T,464
4,R36_H,1
4,R36_1,13
4,R36_2,57
4,R36_T,70
4,R37_H,114
4,R37_1,121
4,R37_2,167
4,R37_T,180
4,R38_H,226
4,R38_1,233
4,R38_2,277
4,R38_T,289
4,R39_H,336
4,R39_1,348
4,R39_2,387
4,R39_T,400
4,R39_H,451
X,X,X
4,L42_H,1
4,L42_1,14
4,L42_2,57
4,L42_T,72
4,L43_H,119
4,L43_1,137
4,L43_2,172
4,L43_T,188
4,L44_H,234
4,L44_1,242
4,L44_2,287
4,L44_T,303
4,L45_H,345
4,L45_1,354
4,L45_2,400
4,L45_T,413
4,R40_T,11
4,R40_H,61
4,R40_1,72
4,R40_2,117
4,R40_T,130
4,R41_H,175
4,R41_1,184
4,R41_2,230
4,R41_T,243
4,R42_H,290
4,R42_1,299
4,R42_2,343
4,R42_T,355
4,R42_H,402
